datetime,user_id,order_amount,period,strata,group
2025-07-04 10:11:23,user_5799,1570.59,experiment,7%,control
2025-07-04 10:13:29,user_2493,2020.63,experiment,7%,control
2025-07-04 10:17:42,user_4628,2471.55,experiment,5%,control
2025-07-04 10:20:17,user_208,3605.88,experiment,7%,control
2025-07-04 10:21:18,user_696,3204.08,experiment,3%,control
2025-07-04 10:23:33,user_187,3897.79,experiment,5%,control
2025-07-04 10:25:10,user_1936,1956.32,experiment,3%,control
2025-07-04 10:25:12,user_2390,2885.44,experiment,7%,test
2025-07-04 10:26:53,user_1996,737.35,experiment,7%,test
2025-07-04 10:27:44,user_4819,3551.03,experiment,3%,test
2025-07-04 10:28:45,user_2801,5876.41,experiment,7%,control
2025-07-04 10:32:53,user_580,15394.0,experiment,3%,test
2025-07-04 10:36:38,user_5820,6369.86,experiment,0%,control
2025-07-04 10:36:58,user_1181,3896.38,experiment,7%,control
2025-07-04 10:37:10,user_768,3164.15,experiment,7%,control
2025-07-04 10:37:46,user_1812,11571.37,experiment,7%,control
2025-07-04 10:38:16,user_1365,2510.04,experiment,7%,control
2025-07-04 10:39:23,user_3616,3413.28,experiment,7%,test
2025-07-04 10:40:25,user_1212,3283.35,experiment,7%,test
2025-07-04 10:40:49,user_648,1567.39,experiment,7%,test
2025-07-04 10:40:57,user_1150,1634.66,experiment,7%,test
2025-07-04 10:44:27,user_986,2122.11,experiment,7%,test
2025-07-04 10:45:32,user_4586,3597.57,experiment,7%,control
2025-07-04 10:47:59,user_2316,5674.6,experiment,7%,control
2025-07-04 10:48:45,user_2454,6123.78,experiment,0%,control
2025-07-04 10:53:23,user_60,3529.83,experiment,7%,control
2025-07-04 10:54:50,user_3329,2373.67,experiment,7%,control
2025-07-04 10:56:44,user_5011,6043.29,experiment,7%,control
2025-07-04 10:58:34,user_3091,1914.0,experiment,0%,test
2025-07-04 10:59:22,user_1088,2919.1,experiment,7%,control
2025-07-04 11:02:12,user_181,2237.26,experiment,5%,control
2025-07-04 11:02:30,user_5031,1456.86,experiment,5%,test
2025-07-04 11:04:19,user_1753,5821.49,experiment,7%,test
2025-07-04 11:04:19,user_344,2228.7,experiment,7%,control
2025-07-04 11:05:46,user_2688,2393.71,experiment,7%,control
2025-07-04 11:05:51,user_5882,4670.36,experiment,7%,control
2025-07-04 11:08:12,user_2910,1762.44,experiment,0%,test
2025-07-04 11:09:14,user_1003,3243.04,experiment,7%,test
2025-07-04 11:09:56,user_3345,4719.26,experiment,3%,control
2025-07-04 11:10:01,user_2512,1529.66,experiment,7%,test
2025-07-04 11:10:03,user_908,2480.63,experiment,0%,control
2025-07-04 11:11:07,user_3743,3229.13,experiment,5%,control
2025-07-04 11:12:11,user_753,2315.95,experiment,7%,control
2025-07-04 11:12:16,user_2817,5107.87,experiment,5%,control
2025-07-04 11:17:29,user_3880,1545.71,experiment,7%,control
2025-07-04 11:19:07,user_4641,4122.9,experiment,3%,control
2025-07-04 11:20:33,user_1005,1422.25,experiment,7%,control
2025-07-04 11:20:45,user_1850,1271.85,experiment,5%,control
2025-07-04 11:23:25,user_5606,2187.42,experiment,7%,control
2025-07-04 11:23:26,user_5084,1028.75,experiment,7%,test
2025-07-04 11:27:27,user_4010,2671.69,experiment,7%,control
2025-07-04 11:31:04,user_3819,2004.17,experiment,5%,control
2025-07-04 11:34:44,user_4454,2264.0,experiment,7%,test
2025-07-04 11:35:44,user_260,3958.62,experiment,7%,test
2025-07-04 11:36:03,user_4156,872.19,experiment,0%,test
2025-07-04 11:38:54,user_5905,3495.98,experiment,5%,test
2025-07-04 11:41:07,user_3343,4162.06,experiment,5%,control
2025-07-04 11:41:55,user_3659,4033.43,experiment,3%,control
2025-07-04 11:44:08,user_2326,4167.7,experiment,5%,test
2025-07-04 11:51:17,user_5968,2428.19,experiment,7%,test
2025-07-04 11:52:35,user_4227,2805.73,experiment,5%,test
2025-07-04 11:53:24,user_4718,2187.2,experiment,3%,control
2025-07-04 11:57:41,user_5232,749.56,experiment,7%,control
2025-07-04 12:00:32,user_3564,1885.24,experiment,7%,test
2025-07-04 12:02:14,user_1052,3363.01,experiment,3%,test
2025-07-04 12:03:39,user_5861,1775.34,experiment,3%,test
2025-07-04 12:04:56,user_3308,1307.11,experiment,3%,test
2025-07-04 12:06:33,user_308,2352.92,experiment,7%,control
2025-07-04 12:07:13,user_5335,3373.92,experiment,7%,test
2025-07-04 12:08:39,user_343,2283.35,experiment,7%,test
2025-07-04 12:13:01,user_4758,911.45,experiment,7%,test
2025-07-04 12:13:09,user_2806,1263.49,experiment,5%,control
2025-07-04 12:14:12,user_4759,3257.2,experiment,7%,control
2025-07-04 12:18:19,user_5485,1742.97,experiment,3%,test
2025-07-04 12:19:52,user_4081,2512.59,experiment,3%,test
2025-07-04 12:20:38,user_4244,5822.1,experiment,7%,test
2025-07-04 12:22:43,user_5535,2707.67,experiment,7%,test
2025-07-04 12:25:34,user_2494,4183.28,experiment,0%,control
2025-07-04 12:27:08,user_5902,1755.26,experiment,7%,test
2025-07-04 12:30:33,user_4308,2365.56,experiment,3%,control
2025-07-04 12:31:07,user_3029,3514.82,experiment,7%,test
2025-07-04 12:31:18,user_4024,3047.82,experiment,7%,control
2025-07-04 12:34:11,user_3804,1993.09,experiment,0%,test
2025-07-04 12:35:35,user_4762,6746.82,experiment,3%,control
2025-07-04 12:35:37,user_4779,6177.24,experiment,3%,test
2025-07-04 12:37:22,user_4188,3422.0,experiment,5%,control
2025-07-04 12:37:23,user_3115,2401.05,experiment,7%,control
2025-07-04 12:41:43,user_2884,3712.02,experiment,3%,test
2025-07-04 12:41:48,user_4082,3437.21,experiment,7%,test
2025-07-04 12:43:22,user_1345,2153.9,experiment,7%,control
2025-07-04 12:44:04,user_500,3518.51,experiment,0%,control
2025-07-04 12:45:03,user_4521,4428.53,experiment,5%,test
2025-07-04 12:45:39,user_5630,1510.26,experiment,7%,control
2025-07-04 12:45:55,user_4012,4787.48,experiment,7%,test
2025-07-04 12:46:35,user_5523,1348.55,experiment,7%,test
2025-07-04 12:49:12,user_3994,4805.71,experiment,3%,test
2025-07-04 12:49:36,user_5158,7946.37,experiment,0%,control
2025-07-04 12:49:51,user_2044,1965.3,experiment,7%,control
2025-07-04 12:50:33,user_5828,2399.79,experiment,0%,control
2025-07-04 12:51:19,user_4666,2332.99,experiment,7%,test
2025-07-04 12:52:48,user_5819,3131.81,experiment,3%,control
2025-07-04 12:58:04,user_4403,4411.18,experiment,7%,test
2025-07-04 12:59:22,user_3850,3091.09,experiment,7%,test
2025-07-04 13:00:56,user_1102,2485.05,experiment,7%,test
2025-07-04 13:02:28,user_2603,2451.01,experiment,3%,test
2025-07-04 13:02:43,user_2001,4214.05,experiment,7%,test
2025-07-04 13:02:57,user_2213,5486.7,experiment,0%,test
2025-07-04 13:03:14,user_2244,1803.76,experiment,3%,test
2025-07-04 13:03:41,user_2311,5143.79,experiment,5%,test
2025-07-04 13:03:52,user_1596,3693.24,experiment,7%,test
2025-07-04 13:10:09,user_5852,3365.81,experiment,7%,control
2025-07-04 13:12:27,user_5910,2005.22,experiment,7%,control
2025-07-04 13:14:42,user_5279,2411.95,experiment,5%,control
2025-07-04 13:15:01,user_3554,1321.92,experiment,3%,test
2025-07-04 13:15:25,user_5178,3647.73,experiment,7%,control
2025-07-04 13:17:04,user_5249,2144.92,experiment,5%,test
2025-07-04 13:20:05,user_2630,4092.63,experiment,5%,control
2025-07-04 13:20:31,user_3844,1211.38,experiment,7%,test
2025-07-04 13:21:02,user_421,1424.19,experiment,7%,control
2025-07-04 13:21:41,user_4585,1655.29,experiment,0%,test
2025-07-04 13:21:44,user_5158,2284.94,experiment,0%,control
2025-07-04 13:24:12,user_1854,4950.45,experiment,7%,test
2025-07-04 13:24:55,user_3707,749.41,experiment,7%,control
2025-07-04 13:25:01,user_1803,4576.71,experiment,0%,test
2025-07-04 13:25:21,user_473,11924.92,experiment,0%,control
2025-07-04 13:25:50,user_4024,4435.79,experiment,7%,control
2025-07-04 13:26:19,user_3480,1665.05,experiment,7%,control
2025-07-04 13:27:17,user_374,2653.68,experiment,7%,control
2025-07-04 13:28:23,user_1483,1770.56,experiment,7%,test
2025-07-04 13:28:37,user_1193,1710.6,experiment,0%,test
2025-07-04 13:31:02,user_1887,3309.34,experiment,7%,control
2025-07-04 13:32:59,user_3420,2945.61,experiment,7%,control
2025-07-04 13:33:26,user_1528,1014.74,experiment,3%,test
2025-07-04 13:35:56,user_1321,2695.21,experiment,7%,control
2025-07-04 13:36:21,user_17,1929.64,experiment,7%,control
2025-07-04 13:39:22,user_5105,1253.08,experiment,5%,control
2025-07-04 13:39:51,user_3170,1399.72,experiment,3%,test
2025-07-04 13:40:10,user_983,1444.04,experiment,7%,control
2025-07-04 13:49:07,user_5136,3004.91,experiment,5%,control
2025-07-04 13:50:42,user_491,1691.12,experiment,0%,test
2025-07-04 13:51:04,user_4333,3597.39,experiment,3%,test
2025-07-04 13:52:39,user_4618,2225.36,experiment,7%,test
2025-07-04 13:53:06,user_775,1402.02,experiment,5%,control
2025-07-04 13:53:15,user_2227,5956.67,experiment,3%,test
2025-07-04 13:56:16,user_4186,6403.73,experiment,7%,test
2025-07-04 13:56:48,user_925,1657.61,experiment,7%,test
2025-07-04 13:58:30,user_2184,2792.72,experiment,3%,test
2025-07-04 13:59:20,user_991,2712.23,experiment,7%,test
2025-07-04 14:00:56,user_4507,6214.43,experiment,7%,test
2025-07-04 14:03:56,user_3952,3830.19,experiment,7%,test
2025-07-04 14:04:20,user_2267,2005.79,experiment,7%,test
2025-07-04 14:04:56,user_3035,1347.79,experiment,0%,control
2025-07-04 14:07:53,user_5189,1822.66,experiment,7%,control
2025-07-04 14:08:49,user_5569,2568.64,experiment,0%,test
2025-07-04 14:11:56,user_925,3978.97,experiment,7%,test
2025-07-04 14:13:27,user_2386,3726.81,experiment,7%,control
2025-07-04 14:14:05,user_5,3503.0,experiment,7%,control
2025-07-04 14:15:22,user_1813,3054.06,experiment,7%,control
2025-07-04 14:18:46,user_2949,1906.18,experiment,3%,test
2025-07-04 14:18:54,user_4907,3905.68,experiment,7%,control
2025-07-04 14:19:39,user_5451,8294.37,experiment,7%,control
2025-07-04 14:20:23,user_1002,4092.18,experiment,7%,test
2025-07-04 14:22:34,user_5639,4454.3,experiment,0%,test
2025-07-04 14:24:21,user_3759,3921.32,experiment,5%,test
2025-07-04 14:24:56,user_2298,5525.15,experiment,7%,control
2025-07-04 14:28:07,user_5940,2673.12,experiment,0%,test
2025-07-04 14:28:22,user_4724,4167.42,experiment,7%,control
2025-07-04 14:28:37,user_55,3968.2,experiment,3%,test
2025-07-04 14:28:44,user_4551,3629.58,experiment,7%,control
2025-07-04 14:30:00,user_2534,5450.33,experiment,3%,test
2025-07-04 14:30:56,user_3711,4599.37,experiment,7%,control
2025-07-04 14:35:31,user_5748,5990.25,experiment,5%,test
2025-07-04 14:36:16,user_3841,1896.98,experiment,7%,control
2025-07-04 14:38:29,user_5117,4861.53,experiment,7%,control
2025-07-04 14:42:27,user_2969,8157.08,experiment,0%,control
2025-07-04 14:42:29,user_5671,1117.36,experiment,7%,control
2025-07-04 14:44:23,user_2545,2094.79,experiment,7%,test
2025-07-04 14:48:57,user_4398,3283.19,experiment,7%,test
2025-07-04 14:50:43,user_5863,2591.65,experiment,7%,control
2025-07-04 14:51:28,user_1520,2560.43,experiment,3%,test
2025-07-04 14:52:47,user_372,1556.85,experiment,7%,test
2025-07-04 14:52:52,user_3863,3767.63,experiment,3%,control
2025-07-04 14:53:14,user_1551,3873.77,experiment,3%,test
2025-07-04 14:53:24,user_1979,3793.34,experiment,0%,test
2025-07-04 14:53:32,user_5146,4532.99,experiment,7%,control
2025-07-04 14:53:34,user_1080,3945.22,experiment,0%,test
2025-07-04 14:55:06,user_2301,2781.12,experiment,7%,test
2025-07-04 14:55:41,user_2671,2697.32,experiment,0%,control
2025-07-04 14:56:27,user_4674,7925.27,experiment,7%,test
2025-07-04 14:58:31,user_2183,5965.33,experiment,0%,control
2025-07-04 15:00:39,user_552,3306.41,experiment,0%,test
2025-07-04 15:01:53,user_3701,3347.67,experiment,7%,test
2025-07-04 15:03:45,user_2873,1860.83,experiment,0%,test
2025-07-04 15:08:59,user_177,4527.78,experiment,3%,control
2025-07-04 15:11:13,user_4858,2200.49,experiment,7%,control
2025-07-04 15:13:56,user_1668,3625.95,experiment,3%,test
2025-07-04 15:14:25,user_3839,2327.37,experiment,7%,test
2025-07-04 15:15:14,user_2339,3525.96,experiment,7%,test
2025-07-04 15:15:52,user_4061,1315.81,experiment,3%,test
2025-07-04 15:22:51,user_1537,3054.47,experiment,7%,control
2025-07-04 15:22:57,user_5220,4401.99,experiment,7%,test
2025-07-04 15:23:57,user_4610,2023.12,experiment,7%,test
2025-07-04 15:25:35,user_325,3699.38,experiment,3%,control
2025-07-04 15:27:42,user_3989,2277.2,experiment,3%,test
2025-07-04 15:28:30,user_2714,2836.15,experiment,7%,control
2025-07-04 15:28:38,user_426,1117.46,experiment,7%,test
2025-07-04 15:31:16,user_5528,904.0,experiment,5%,control
2025-07-04 15:32:50,user_4774,2617.56,experiment,7%,control
2025-07-04 15:34:56,user_5451,1998.13,experiment,7%,control
2025-07-04 15:35:00,user_3120,1452.57,experiment,7%,control
2025-07-04 15:37:16,user_1155,13593.12,experiment,7%,control
2025-07-04 15:38:12,user_5609,1477.43,experiment,7%,control
2025-07-04 15:39:30,user_2546,4722.43,experiment,3%,control
2025-07-04 15:40:39,user_1387,2474.09,experiment,3%,control
2025-07-04 15:42:25,user_2485,5910.88,experiment,3%,control
2025-07-04 15:42:58,user_75,6590.86,experiment,7%,test
2025-07-04 15:46:25,user_5798,2813.28,experiment,3%,control
2025-07-04 15:48:41,user_568,3276.3,experiment,7%,test
2025-07-04 15:49:00,user_5655,2603.18,experiment,3%,control
2025-07-04 15:49:44,user_2735,4279.63,experiment,0%,test
2025-07-04 15:55:23,user_4312,1478.96,experiment,3%,test
2025-07-04 15:56:03,user_3403,3308.73,experiment,7%,control
2025-07-04 15:57:31,user_191,7240.8,experiment,3%,control
2025-07-04 15:57:40,user_4767,2535.5,experiment,3%,control
2025-07-04 15:58:05,user_2829,2704.4,experiment,7%,test
2025-07-04 15:58:40,user_1252,1281.96,experiment,3%,test
2025-07-04 15:59:40,user_1063,4128.99,experiment,7%,test
2025-07-04 16:06:46,user_2488,2017.46,experiment,0%,test
2025-07-04 16:11:08,user_1640,2331.1,experiment,7%,control
2025-07-04 16:14:27,user_5884,3046.37,experiment,7%,control
2025-07-04 16:16:00,user_25,3890.63,experiment,0%,control
2025-07-04 16:17:14,user_723,4217.95,experiment,7%,test
2025-07-04 16:21:06,user_2117,12940.54,experiment,5%,test
2025-07-04 16:21:10,user_5791,4067.58,experiment,7%,control
2025-07-04 16:21:32,user_2347,2875.58,experiment,7%,test
2025-07-04 16:22:06,user_2321,2984.4,experiment,5%,control
2025-07-04 16:24:05,user_305,7199.92,experiment,3%,test
2025-07-04 16:24:08,user_4818,2337.08,experiment,3%,test
2025-07-04 16:25:18,user_2520,4278.72,experiment,0%,test
2025-07-04 16:25:25,user_3423,2224.77,experiment,5%,test
2025-07-04 16:25:46,user_3159,2803.29,experiment,7%,control
2025-07-04 16:25:46,user_312,2565.63,experiment,7%,control
2025-07-04 16:30:12,user_2856,2081.28,experiment,7%,test
2025-07-04 16:32:25,user_5911,2275.58,experiment,7%,test
2025-07-04 16:33:18,user_1714,3324.04,experiment,5%,test
2025-07-04 16:33:36,user_3574,1896.42,experiment,7%,test
2025-07-04 16:34:07,user_4295,1762.33,experiment,7%,control
2025-07-04 16:34:26,user_4619,7014.05,experiment,0%,test
2025-07-04 16:34:29,user_4893,1152.11,experiment,7%,test
2025-07-04 16:36:16,user_1359,7303.89,experiment,7%,control
2025-07-04 16:37:43,user_2028,4577.3,experiment,7%,control
2025-07-04 16:39:02,user_2461,2621.95,experiment,3%,control
2025-07-04 16:39:46,user_2575,2010.86,experiment,3%,test
2025-07-04 16:41:02,user_2935,2803.29,experiment,7%,test
2025-07-04 16:41:31,user_1474,1714.08,experiment,7%,test
2025-07-04 16:43:12,user_301,2153.54,experiment,7%,control
2025-07-04 16:44:19,user_1796,2030.2,experiment,7%,control
2025-07-04 16:45:11,user_3659,2221.31,experiment,3%,control
2025-07-04 16:46:04,user_4499,1935.01,experiment,5%,control
2025-07-04 16:48:53,user_2879,1724.04,experiment,5%,test
2025-07-04 16:49:22,user_4300,2407.72,experiment,3%,test
2025-07-04 16:53:50,user_2838,3757.13,experiment,7%,control
2025-07-04 17:00:48,user_3563,6800.26,experiment,3%,control
2025-07-04 17:01:17,user_471,2460.61,experiment,3%,control
2025-07-04 17:05:38,user_2368,3391.73,experiment,3%,control
2025-07-04 17:06:08,user_233,2199.71,experiment,7%,control
2025-07-04 17:07:43,user_237,2053.04,experiment,5%,control
2025-07-04 17:11:12,user_5531,2379.95,experiment,7%,test
2025-07-04 17:13:25,user_589,5231.16,experiment,7%,control
2025-07-04 17:15:33,user_4481,1747.21,experiment,7%,test
2025-07-04 17:16:01,user_3228,2110.47,experiment,7%,control
2025-07-04 17:17:15,user_138,978.3,experiment,7%,test
2025-07-04 17:17:19,user_2877,2247.06,experiment,5%,control
2025-07-04 17:17:25,user_4911,3734.36,experiment,7%,control
2025-07-04 17:17:29,user_40,3696.44,experiment,7%,control
2025-07-04 17:17:58,user_5547,1787.26,experiment,5%,control
2025-07-04 17:20:05,user_941,3585.21,experiment,7%,test
2025-07-04 17:21:06,user_87,1012.95,experiment,5%,test
2025-07-04 17:21:13,user_4684,1113.14,experiment,5%,test
2025-07-04 17:22:21,user_1480,5138.38,experiment,7%,test
2025-07-04 17:24:15,user_1521,4381.06,experiment,0%,test
2025-07-04 17:32:27,user_1468,1981.14,experiment,7%,control
2025-07-04 17:33:10,user_50,4408.69,experiment,3%,control
2025-07-04 17:33:35,user_5350,2751.97,experiment,5%,control
2025-07-04 17:35:22,user_1484,1892.25,experiment,7%,control
2025-07-04 17:39:36,user_2661,3671.25,experiment,7%,control
2025-07-04 17:40:05,user_5318,1736.67,experiment,7%,control
2025-07-04 17:40:38,user_5744,5005.74,experiment,7%,control
2025-07-04 17:40:43,user_3494,5162.14,experiment,7%,control
2025-07-04 17:41:02,user_4198,4366.56,experiment,7%,test
2025-07-04 17:43:01,user_2946,1029.16,experiment,7%,control
2025-07-04 17:46:46,user_1750,4905.5,experiment,0%,control
2025-07-04 17:47:44,user_4202,1693.76,experiment,5%,test
2025-07-04 17:48:09,user_2734,1336.48,experiment,5%,control
2025-07-04 17:48:29,user_2914,2294.43,experiment,5%,control
2025-07-04 17:48:53,user_5558,3396.53,experiment,7%,test
2025-07-04 17:52:07,user_1495,2252.52,experiment,7%,control
2025-07-04 17:58:15,user_611,5119.12,experiment,0%,control
2025-07-04 17:59:09,user_391,2782.85,experiment,7%,test
2025-07-04 17:59:42,user_2341,1335.78,experiment,0%,test
2025-07-04 18:03:58,user_4930,1754.25,experiment,0%,control
2025-07-04 18:05:12,user_5530,2910.59,experiment,3%,control
2025-07-04 18:05:21,user_1619,5469.72,experiment,7%,test
2025-07-04 18:09:52,user_3278,4999.24,experiment,7%,test
2025-07-04 18:11:34,user_2817,3368.23,experiment,5%,control
2025-07-04 18:12:11,user_3883,2794.14,experiment,7%,control
2025-07-04 18:14:09,user_3427,3658.35,experiment,7%,control
2025-07-04 18:14:28,user_190,2576.06,experiment,3%,test
2025-07-04 18:16:37,user_3363,2516.51,experiment,7%,test
2025-07-04 18:18:14,user_3499,1392.13,experiment,7%,test
2025-07-04 18:19:28,user_5303,2949.28,experiment,3%,control
2025-07-04 18:23:43,user_558,1810.13,experiment,7%,test
2025-07-04 18:23:59,user_2068,8602.07,experiment,7%,control
2025-07-04 18:33:56,user_4184,1224.17,experiment,3%,test
2025-07-04 18:35:40,user_651,1911.41,experiment,0%,test
2025-07-04 18:35:59,user_1551,2207.62,experiment,3%,test
2025-07-04 18:37:04,user_152,1839.34,experiment,5%,test
2025-07-04 18:37:36,user_904,3057.77,experiment,3%,test
2025-07-04 18:38:15,user_1649,2261.59,experiment,7%,test
2025-07-04 18:38:34,user_160,2654.94,experiment,3%,test
2025-07-04 18:40:36,user_1221,1414.53,experiment,3%,control
2025-07-04 18:40:48,user_5859,5828.84,experiment,5%,test
2025-07-04 18:41:41,user_1321,5101.1,experiment,7%,control
2025-07-04 18:41:55,user_3291,2390.07,experiment,5%,test
2025-07-04 18:42:46,user_804,3107.71,experiment,5%,control
2025-07-04 18:42:51,user_2121,1862.95,experiment,7%,control
2025-07-04 18:46:19,user_3044,2166.55,experiment,7%,test
2025-07-04 18:47:39,user_5385,795.49,experiment,7%,control
2025-07-04 18:50:18,user_1962,2407.31,experiment,7%,control
2025-07-04 18:50:45,user_2576,2087.7,experiment,7%,test
2025-07-04 18:51:52,user_2442,2334.01,experiment,7%,test
2025-07-04 18:55:52,user_98,2610.53,experiment,0%,test
2025-07-04 19:00:15,user_5320,1279.08,experiment,7%,test
2025-07-04 19:01:35,user_938,4002.43,experiment,5%,test
2025-07-04 19:08:01,user_4452,2635.27,experiment,5%,control
2025-07-04 19:10:44,user_39,2613.26,experiment,3%,control
2025-07-04 19:11:11,user_1375,6808.67,experiment,0%,test
2025-07-04 19:12:01,user_5651,4422.78,experiment,7%,test
2025-07-04 19:12:53,user_2209,2112.01,experiment,5%,control
2025-07-04 19:12:55,user_2084,2165.88,experiment,7%,test
2025-07-04 19:18:53,user_2742,5025.67,experiment,7%,control
2025-07-04 19:19:37,user_5141,2696.19,experiment,7%,control
2025-07-04 19:22:18,user_1046,3995.53,experiment,0%,test
2025-07-04 19:22:21,user_4325,3324.51,experiment,7%,test
2025-07-04 19:22:49,user_1357,3965.39,experiment,7%,control
2025-07-04 19:23:05,user_3845,3846.71,experiment,7%,control
2025-07-04 19:27:49,user_4303,3230.49,experiment,0%,control
2025-07-04 19:29:18,user_3661,2706.21,experiment,0%,test
2025-07-04 19:32:45,user_2602,4606.06,experiment,7%,test
2025-07-04 19:33:57,user_5091,1843.99,experiment,7%,control
2025-07-04 19:35:30,user_3276,2302.86,experiment,0%,test
2025-07-04 19:35:54,user_1665,2431.79,experiment,7%,control
2025-07-04 19:35:56,user_326,1066.05,experiment,7%,test
2025-07-04 19:37:20,user_3026,2706.76,experiment,5%,test
2025-07-04 19:42:23,user_785,5510.64,experiment,0%,test
2025-07-04 19:42:49,user_3973,1654.74,experiment,7%,control
2025-07-04 19:46:39,user_3000,2336.69,experiment,7%,control
2025-07-04 19:48:40,user_2632,2335.26,experiment,3%,test
2025-07-04 19:48:50,user_1569,2914.88,experiment,7%,test
2025-07-04 19:49:22,user_644,1298.99,experiment,7%,test
2025-07-04 19:51:42,user_2983,1103.0,experiment,3%,test
2025-07-04 19:52:19,user_1805,5154.19,experiment,7%,test
2025-07-04 19:54:08,user_5695,3593.71,experiment,5%,test
2025-07-04 19:54:35,user_37,2992.96,experiment,7%,test
2025-07-04 19:58:03,user_2440,4547.59,experiment,7%,test
2025-07-04 19:59:22,user_3978,3824.34,experiment,7%,test
2025-07-04 20:01:43,user_5756,4532.05,experiment,7%,control
2025-07-04 20:02:06,user_5304,2550.03,experiment,7%,control
2025-07-04 20:02:28,user_237,5321.72,experiment,5%,control
2025-07-04 20:03:04,user_2319,2698.8,experiment,5%,control
2025-07-04 20:05:11,user_5760,1563.05,experiment,3%,control
2025-07-04 20:08:04,user_4350,3096.93,experiment,7%,control
2025-07-04 20:08:08,user_2281,2113.94,experiment,7%,control
2025-07-04 20:09:08,user_4023,4361.59,experiment,3%,control
2025-07-04 20:09:46,user_2189,3011.47,experiment,7%,control
2025-07-04 20:12:33,user_5477,1967.85,experiment,7%,control
2025-07-04 20:13:43,user_5282,3748.26,experiment,7%,control
2025-07-04 20:17:47,user_4952,2460.27,experiment,7%,control
2025-07-04 20:17:54,user_1747,5925.18,experiment,7%,control
2025-07-04 20:17:58,user_1461,738.62,experiment,7%,test
2025-07-04 20:19:55,user_1084,3030.57,experiment,3%,control
2025-07-04 20:24:33,user_5735,3109.97,experiment,3%,control
2025-07-04 20:25:28,user_5326,2392.82,experiment,5%,control
2025-07-04 20:28:46,user_3855,2610.61,experiment,7%,control
2025-07-04 20:32:40,user_3704,1378.45,experiment,3%,test
2025-07-04 20:32:51,user_5603,1500.01,experiment,7%,test
2025-07-04 20:37:15,user_4520,3445.29,experiment,7%,control
2025-07-04 20:38:28,user_5076,4531.55,experiment,3%,test
2025-07-04 20:40:00,user_3280,2864.53,experiment,7%,control
2025-07-04 20:44:48,user_5588,4279.81,experiment,7%,test
2025-07-04 20:45:13,user_3320,2258.12,experiment,0%,test
2025-07-04 20:45:22,user_596,2087.04,experiment,5%,test
2025-07-04 20:45:34,user_567,5351.52,experiment,5%,test
2025-07-04 20:51:51,user_611,1520.99,experiment,0%,control
2025-07-04 20:56:29,user_562,1338.86,experiment,7%,test
2025-07-04 21:02:38,user_4182,3427.74,experiment,3%,control
2025-07-04 21:07:22,user_1196,2436.57,experiment,7%,test
2025-07-04 21:09:46,user_3134,1451.99,experiment,7%,control
2025-07-04 21:09:52,user_4933,3914.35,experiment,7%,control
2025-07-04 21:12:44,user_1370,3920.61,experiment,7%,control
2025-07-04 21:15:03,user_105,3153.1,experiment,7%,test
2025-07-04 21:16:35,user_876,4318.12,experiment,3%,test
2025-07-04 21:18:44,user_3297,3504.87,experiment,5%,control
2025-07-04 21:20:32,user_3962,1653.92,experiment,5%,control
2025-07-04 21:24:59,user_2881,4513.81,experiment,7%,test
2025-07-04 21:26:43,user_2530,1787.13,experiment,7%,test
2025-07-04 21:26:55,user_858,4450.18,experiment,3%,test
2025-07-04 21:30:49,user_1280,1950.67,experiment,3%,test
2025-07-04 21:32:47,user_5633,2570.6,experiment,3%,test
2025-07-04 21:33:49,user_2767,8422.16,experiment,7%,test
2025-07-04 21:34:55,user_541,2446.72,experiment,7%,control
2025-07-04 21:36:02,user_4847,4696.28,experiment,0%,test
2025-07-04 21:37:12,user_775,4292.64,experiment,5%,control
2025-07-04 21:38:39,user_1470,3740.16,experiment,3%,test
2025-07-04 21:40:11,user_1380,6659.09,experiment,7%,test
2025-07-04 21:41:46,user_2637,2490.28,experiment,0%,test
2025-07-04 21:41:54,user_5775,4773.96,experiment,5%,test
2025-07-04 21:42:01,user_3219,2512.68,experiment,7%,test
2025-07-04 21:44:29,user_5656,4235.22,experiment,0%,control
2025-07-04 21:45:34,user_1642,2475.7,experiment,7%,test
2025-07-04 21:46:16,user_3277,3440.92,experiment,3%,control
2025-07-04 21:47:26,user_3949,2428.2,experiment,3%,control
2025-07-04 21:49:22,user_5916,2793.72,experiment,0%,control
2025-07-04 21:54:27,user_2505,2359.99,experiment,3%,control
2025-07-04 21:54:43,user_1296,5171.21,experiment,7%,test
2025-07-04 21:56:17,user_4546,4391.05,experiment,7%,test
2025-07-04 21:57:49,user_4086,3360.72,experiment,0%,control
2025-07-04 21:58:58,user_2394,4510.47,experiment,7%,test
2025-07-04 21:59:16,user_3227,5143.49,experiment,3%,control
2025-07-04 22:00:15,user_1486,2597.36,experiment,5%,test
2025-07-04 22:01:00,user_4508,3492.99,experiment,3%,test
2025-07-04 22:02:02,user_2373,3355.16,experiment,3%,test
2025-07-04 22:05:39,user_2094,3055.6,experiment,7%,control
2025-07-04 22:06:17,user_2633,1927.6,experiment,7%,test
2025-07-04 22:06:38,user_1697,2730.57,experiment,0%,control
2025-07-04 22:07:38,user_2479,5001.43,experiment,3%,control
2025-07-04 22:07:43,user_516,4458.97,experiment,3%,control
2025-07-04 22:07:44,user_2865,3000.67,experiment,3%,test
2025-07-04 22:09:12,user_5061,6011.31,experiment,7%,test
